extract_timestamp|origin|destination|depart_date|best_price
2023-01-16 12:26:53.123456|JKTC|YIA|2023-01-16|500100.0
2023-01-16 11:52:07.123456|JKTC|YIA|2023-01-16|510100.0
2023-01-16 16:06:25.123456|JKTC|YIA|2023-01-16|505100.0
2023-01-16 11:39:04.123456|JKTC|YIA|2023-01-16|510100.0
2023-01-17 14:13:33.123456|JKTC|YIA|2023-01-17|549700.0
2023-01-17 21:11:34.123456|JKTC|YIA|2023-01-17|549700.0
2023-01-18 20:00:41.123456|JKTC|YIA|2023-01-18|497800.0
2023-01-18 20:22:45.123456|JKTC|YIA|2023-01-18|492800.0
2023-01-18 10:38:42.123456|JKTC|YIA|2023-01-18|497800.0
2023-01-19 18:31:03.123456|JKTC|YIA|2023-01-19|494900.0
2023-01-19 10:28:03.123456|JKTC|YIA|2023-01-19|479900.0
2023-01-19 21:39:28.123456|JKTC|YIA|2023-01-19|489900.0
2023-01-20 15:05:48.123456|JKTC|YIA|2023-01-20|556500.0
2023-01-20 21:58:33.123456|JKTC|YIA|2023-01-20|566500.0
2023-01-20 12:32:45.123456|JKTC|YIA|2023-01-20|566500.0
2023-01-20 21:38:00.123456|JKTC|YIA|2023-01-20|561500.0
2023-01-21 15:57:53.123456|JKTC|YIA|2023-01-21|552900.0
2023-01-21 12:51:52.123456|JKTC|YIA|2023-01-21|547900.0
2023-01-21 20:50:24.123456|JKTC|YIA|2023-01-21|537900.0
2023-01-21 12:50:31.123456|JKTC|YIA|2023-01-21|542900.0
2023-01-22 18:18:57.123456|JKTC|YIA|2023-01-22|561000.0
2023-01-22 14:31:41.123456|JKTC|YIA|2023-01-22|566000.0
2023-01-22 18:23:12.123456|JKTC|YIA|2023-01-22|561000.0
2023-01-22 12:46:01.123456|JKTC|YIA|2023-01-22|561000.0
2023-01-23 20:32:45.123456|JKTC|YIA|2023-01-23|501200.0
2023-01-23 11:40:10.123456|JKTC|YIA|2023-01-23|506200.0
2023-01-24 16:01:38.123456|JKTC|YIA|2023-01-24|507200.0
2023-01-24 08:34:36.123456|JKTC|YIA|2023-01-24|502200.0
2023-01-25 10:51:19.123456|JKTC|YIA|2023-01-25|519000.0
2023-01-25 18:34:28.123456|JKTC|YIA|2023-01-25|519000.0
2023-01-25 13:00:11.123456|JKTC|YIA|2023-01-25|524000.0
2023-01-26 18:20:14.123456|JKTC|YIA|2023-01-26|532500.0
2023-01-26 14:36:54.123456|JKTC|YIA|2023-01-26|532500.0
2023-01-26 12:49:56.123456|JKTC|YIA|2023-01-26|537500.0
2023-01-27 19:27:11.123456|JKTC|YIA|2023-01-27|584400.0
2023-01-27 16:16:21.123456|JKTC|YIA|2023-01-27|584400.0
2023-01-27 16:23:20.123456|JKTC|YIA|2023-01-27|589400.0
2023-01-28 19:49:35.123456|JKTC|YIA|2023-01-28|642300.0
2023-01-28 21:57:16.123456|JKTC|YIA|2023-01-28|642300.0
2023-01-28 09:34:53.123456|JKTC|YIA|2023-01-28|642300.0
2023-01-28 15:08:14.123456|JKTC|YIA|2023-01-28|627300.0
2023-01-29 18:37:09.123456|JKTC|YIA|2023-01-29|596300.0
2023-01-29 15:36:00.123456|JKTC|YIA|2023-01-29|591300.0
2023-01-29 10:12:50.123456|JKTC|YIA|2023-01-29|591300.0
2023-01-30 14:11:49.123456|JKTC|YIA|2023-01-30|546200.0
2023-01-30 16:24:34.123456|JKTC|YIA|2023-01-30|556200.0
2023-01-30 12:54:27.123456|JKTC|YIA|2023-01-30|556200.0
2023-01-30 09:31:48.123456|JKTC|YIA|2023-01-30|546200.0
2023-01-31 14:44:05.123456|JKTC|YIA|2023-01-31|570600.0
2023-01-31 12:01:40.123456|JKTC|YIA|2023-01-31|570600.0
2023-02-01 16:10:50.123456|JKTC|YIA|2023-02-01|570800.0
2023-02-01 15:16:00.123456|JKTC|YIA|2023-02-01|575800.0
2023-02-01 20:32:42.123456|JKTC|YIA|2023-02-01|560800.0
2023-02-02 14:54:54.123456|JKTC|YIA|2023-02-02|513300.0
2023-02-02 09:04:39.123456|JKTC|YIA|2023-02-02|518300.0
2023-02-03 17:07:19.123456|JKTC|YIA|2023-02-03|623200.0
2023-02-03 11:08:15.123456|JKTC|YIA|2023-02-03|613200.0
2023-02-04 13:44:14.123456|JKTC|YIA|2023-02-04|626300.0
2023-02-04 20:05:53.123456|JKTC|YIA|2023-02-04|626300.0
2023-02-05 15:01:18.123456|JKTC|YIA|2023-02-05|604500.0
2023-02-05 20:12:40.123456|JKTC|YIA|2023-02-05|609500.0
2023-02-06 15:07:46.123456|JKTC|YIA|2023-02-06|518200.0
2023-02-06 16:11:55.123456|JKTC|YIA|2023-02-06|523200.0
2023-02-06 16:25:14.123456|JKTC|YIA|2023-02-06|528200.0
2023-02-07 12:31:33.123456|JKTC|YIA|2023-02-07|561700.0
2023-02-07 21:15:42.123456|JKTC|YIA|2023-02-07|556700.0
2023-02-07 19:11:27.123456|JKTC|YIA|2023-02-07|561700.0
2023-02-07 10:40:25.123456|JKTC|YIA|2023-02-07|546700.0
2023-02-08 17:14:02.123456|JKTC|YIA|2023-02-08|514300.0
2023-02-08 14:40:31.123456|JKTC|YIA|2023-02-08|519300.0
2023-02-08 14:43:25.123456|JKTC|YIA|2023-02-08|519300.0
2023-02-08 12:47:37.123456|JKTC|YIA|2023-02-08|504300.0
2023-02-09 09:37:12.123456|JKTC|YIA|2023-02-09|519600.0
2023-02-09 08:32:43.123456|JKTC|YIA|2023-02-09|524600.0
2023-02-09 19:09:17.123456|JKTC|YIA|2023-02-09|524600.0
2023-02-10 16:38:02.123456|JKTC|YIA|2023-02-10|581100.0
2023-02-10 13:52:50.123456|JKTC|YIA|2023-02-10|571100.0
2023-02-10 20:49:50.123456|JKTC|YIA|2023-02-10|581100.0
2023-02-10 14:38:32.123456|JKTC|YIA|2023-02-10|566100.0
2023-02-11 08:17:37.123456|JKTC|YIA|2023-02-11|597900.0
2023-02-11 09:31:54.123456|JKTC|YIA|2023-02-11|582900.0
2023-02-11 08:05:54.123456|JKTC|YIA|2023-02-11|587900.0
2023-02-11 10:40:25.123456|JKTC|YIA|2023-02-11|597900.0
2023-02-12 11:27:58.123456|JKTC|YIA|2023-02-12|597600.0
2023-02-12 19:18:07.123456|JKTC|YIA|2023-02-12|587600.0
2023-02-13 20:30:10.123456|JKTC|YIA|2023-02-13|472700.0
2023-02-13 15:05:25.123456|JKTC|YIA|2023-02-13|487700.0
2023-02-13 16:44:49.123456|JKTC|YIA|2023-02-13|482700.0
2023-02-13 13:52:12.123456|JKTC|YIA|2023-02-13|487700.0
2023-02-14 16:42:31.123456|JKTC|YIA|2023-02-14|479000.0
2023-02-14 11:05:26.123456|JKTC|YIA|2023-02-14|479000.0
2023-02-14 16:38:14.123456|JKTC|YIA|2023-02-14|474000.0
2023-02-14 12:44:55.123456|JKTC|YIA|2023-02-14|474000.0
2023-02-15 08:56:27.123456|JKTC|YIA|2023-02-15|507100.0
2023-02-15 17:12:40.123456|JKTC|YIA|2023-02-15|497100.0
2023-02-15 18:33:32.123456|JKTC|YIA|2023-02-15|502100.0
2023-02-16 20:40:30.123456|JKTC|YIA|2023-02-16|500800.0
2023-02-16 17:57:44.123456|JKTC|YIA|2023-02-16|495800.0
2023-02-16 16:33:39.123456|JKTC|YIA|2023-02-16|500800.0
2023-02-17 09:39:35.123456|JKTC|YIA|2023-02-17|589500.0
2023-02-17 12:42:40.123456|JKTC|YIA|2023-02-17|579500.0
2023-02-17 13:10:04.123456|JKTC|YIA|2023-02-17|584500.0
2023-02-17 20:46:44.123456|JKTC|YIA|2023-02-17|579500.0
2023-02-18 08:27:02.123456|JKTC|YIA|2023-02-18|599800.0
2023-02-18 21:35:51.123456|JKTC|YIA|2023-02-18|594800.0
2023-02-18 15:48:47.123456|JKTC|YIA|2023-02-18|594800.0
2023-02-18 17:33:21.123456|JKTC|YIA|2023-02-18|599800.0
2023-02-19 16:22:00.123456|JKTC|YIA|2023-02-19|549700.0
2023-02-19 12:10:37.123456|JKTC|YIA|2023-02-19|559700.0
2023-02-19 20:39:09.123456|JKTC|YIA|2023-02-19|564700.0
2023-02-19 19:13:49.123456|JKTC|YIA|2023-02-19|554700.0
2023-02-20 13:13:02.123456|JKTC|YIA|2023-02-20|507300.0
2023-02-20 14:08:31.123456|JKTC|YIA|2023-02-20|502300.0
2023-02-20 21:00:14.123456|JKTC|YIA|2023-02-20|502300.0
2023-02-21 16:56:33.123456|JKTC|YIA|2023-02-21|532200.0
2023-02-21 12:46:56.123456|JKTC|YIA|2023-02-21|537200.0
2023-02-22 11:56:55.123456|JKTC|YIA|2023-02-22|585600.0
2023-02-22 19:01:29.123456|JKTC|YIA|2023-02-22|585600.0
2023-02-23 15:01:23.123456|JKTC|YIA|2023-02-23|505800.0
2023-02-23 09:13:39.123456|JKTC|YIA|2023-02-23|515800.0
2023-02-23 20:57:19.123456|JKTC|YIA|2023-02-23|515800.0
2023-02-24 10:08:57.123456|JKTC|YIA|2023-02-24|617600.0
2023-02-24 10:34:19.123456|JKTC|YIA|2023-02-24|622600.0
2023-02-25 18:09:18.123456|JKTC|YIA|2023-02-25|637700.0
2023-02-25 12:43:25.123456|JKTC|YIA|2023-02-25|627700.0
2023-02-25 20:57:30.123456|JKTC|YIA|2023-02-25|637700.0
2023-02-25 16:54:41.123456|JKTC|YIA|2023-02-25|637700.0
2023-02-26 19:28:54.123456|JKTC|YIA|2023-02-26|644300.0
2023-02-26 18:32:35.123456|JKTC|YIA|2023-02-26|649300.0
2023-02-26 20:04:54.123456|JKTC|YIA|2023-02-26|644300.0
2023-02-26 13:41:01.123456|JKTC|YIA|2023-02-26|644300.0
2023-02-27 11:46:35.123456|JKTC|YIA|2023-02-27|560200.0
2023-02-27 10:35:43.123456|JKTC|YIA|2023-02-27|565200.0
2023-02-27 21:15:36.123456|JKTC|YIA|2023-02-27|570200.0
2023-02-28 16:34:53.123456|JKTC|YIA|2023-02-28|554300.0
2023-02-28 08:19:20.123456|JKTC|YIA|2023-02-28|559300.0
2023-02-28 21:56:16.123456|JKTC|YIA|2023-02-28|569300.0
2023-02-28 09:14:37.123456|JKTC|YIA|2023-02-28|569300.0
2023-03-01 11:20:30.123456|JKTC|YIA|2023-03-01|565000.0
2023-03-01 17:31:34.123456|JKTC|YIA|2023-03-01|575000.0
2023-03-02 10:57:46.123456|JKTC|YIA|2023-03-02|567500.0
2023-03-02 14:05:09.123456|JKTC|YIA|2023-03-02|567500.0
2023-03-02 20:06:53.123456|JKTC|YIA|2023-03-02|572500.0
2023-03-03 12:31:27.123456|JKTC|YIA|2023-03-03|639600.0
2023-03-03 15:26:38.123456|JKTC|YIA|2023-03-03|644600.0
2023-03-03 08:09:49.123456|JKTC|YIA|2023-03-03|639600.0
2023-03-04 15:05:05.123456|JKTC|YIA|2023-03-04|643800.0
2023-03-04 13:24:31.123456|JKTC|YIA|2023-03-04|658800.0
2023-03-04 11:07:57.123456|JKTC|YIA|2023-03-04|643800.0
2023-03-05 17:05:24.123456|JKTC|YIA|2023-03-05|605300.0
2023-03-05 18:27:48.123456|JKTC|YIA|2023-03-05|615300.0
2023-03-05 11:05:29.123456|JKTC|YIA|2023-03-05|605300.0
2023-03-06 11:19:25.123456|JKTC|YIA|2023-03-06|555500.0
2023-03-06 11:35:09.123456|JKTC|YIA|2023-03-06|550500.0
2023-03-07 17:32:40.123456|JKTC|YIA|2023-03-07|578000.0
2023-03-07 11:20:55.123456|JKTC|YIA|2023-03-07|588000.0
2023-03-08 18:20:41.123456|JKTC|YIA|2023-03-08|548400.0
2023-03-08 15:17:50.123456|JKTC|YIA|2023-03-08|563400.0
2023-03-08 09:42:22.123456|JKTC|YIA|2023-03-08|548400.0
2023-03-09 12:14:11.123456|JKTC|YIA|2023-03-09|554200.0
2023-03-09 08:41:38.123456|JKTC|YIA|2023-03-09|549200.0
2023-03-09 11:13:50.123456|JKTC|YIA|2023-03-09|554200.0
2023-03-09 16:44:05.123456|JKTC|YIA|2023-03-09|549200.0
2023-03-10 12:21:32.123456|JKTC|YIA|2023-03-10|599900.0
2023-03-10 20:57:50.123456|JKTC|YIA|2023-03-10|589900.0
2023-03-11 12:01:25.123456|JKTC|YIA|2023-03-11|608200.0
2023-03-11 17:17:09.123456|JKTC|YIA|2023-03-11|593200.0
2023-03-11 09:35:07.123456|JKTC|YIA|2023-03-11|603200.0
2023-03-12 20:38:13.123456|JKTC|YIA|2023-03-12|614200.0
2023-03-12 11:47:36.123456|JKTC|YIA|2023-03-12|604200.0
2023-03-13 11:12:01.123456|JKTC|YIA|2023-03-13|531400.0
2023-03-13 12:01:49.123456|JKTC|YIA|2023-03-13|536400.0
2023-03-13 14:45:33.123456|JKTC|YIA|2023-03-13|536400.0
2023-03-14 11:07:34.123456|JKTC|YIA|2023-03-14|537200.0
2023-03-14 13:43:51.123456|JKTC|YIA|2023-03-14|547200.0
2023-03-14 18:44:34.123456|JKTC|YIA|2023-03-14|547200.0
2023-03-14 12:46:53.123456|JKTC|YIA|2023-03-14|547200.0
2023-03-15 08:46:57.123456|JKTC|YIA|2023-03-15|541000.0
2023-03-15 11:25:51.123456|JKTC|YIA|2023-03-15|536000.0
2023-03-16 17:54:01.123456|JKTC|YIA|2023-03-16|558600.0
2023-03-16 13:10:42.123456|JKTC|YIA|2023-03-16|553600.0
2023-03-17 16:43:57.123456|JKTC|YIA|2023-03-17|585700.0
2023-03-17 11:52:44.123456|JKTC|YIA|2023-03-17|580700.0
2023-03-17 09:20:03.123456|JKTC|YIA|2023-03-17|575700.0
2023-03-17 10:07:52.123456|JKTC|YIA|2023-03-17|570700.0
2023-03-18 17:38:43.123456|JKTC|YIA|2023-03-18|628600.0
2023-03-18 16:18:09.123456|JKTC|YIA|2023-03-18|633600.0
2023-03-19 19:57:05.123456|JKTC|YIA|2023-03-19|619600.0
2023-03-19 12:06:56.123456|JKTC|YIA|2023-03-19|619600.0
2023-03-19 16:13:35.123456|JKTC|YIA|2023-03-19|624600.0
2023-03-19 08:04:17.123456|JKTC|YIA|2023-03-19|619600.0
2023-03-20 19:09:09.123456|JKTC|YIA|2023-03-20|546200.0
2023-03-20 17:13:21.123456|JKTC|YIA|2023-03-20|556200.0
2023-03-21 19:38:03.123456|JKTC|YIA|2023-03-21|508900.0
2023-03-21 10:18:31.123456|JKTC|YIA|2023-03-21|498900.0
2023-03-22 20:11:10.123456|JKTC|YIA|2023-03-22|557300.0
2023-03-22 08:39:03.123456|JKTC|YIA|2023-03-22|562300.0
2023-03-22 15:20:58.123456|JKTC|YIA|2023-03-22|557300.0
2023-03-23 16:20:35.123456|JKTC|YIA|2023-03-23|497900.0
2023-03-23 21:20:30.123456|JKTC|YIA|2023-03-23|507900.0
2023-03-24 15:52:29.123456|JKTC|YIA|2023-03-24|623800.0
2023-03-24 09:20:05.123456|JKTC|YIA|2023-03-24|618800.0
2023-03-25 09:13:34.123456|JKTC|YIA|2023-03-25|543500.0
2023-03-25 14:24:07.123456|JKTC|YIA|2023-03-25|533500.0
2023-03-25 14:49:25.123456|JKTC|YIA|2023-03-25|533500.0
2023-03-25 10:48:05.123456|JKTC|YIA|2023-03-25|538500.0
2023-03-26 13:10:36.123456|JKTC|YIA|2023-03-26|631900.0
2023-03-26 20:31:31.123456|JKTC|YIA|2023-03-26|631900.0
2023-03-26 13:14:32.123456|JKTC|YIA|2023-03-26|621900.0
2023-03-27 11:15:09.123456|JKTC|YIA|2023-03-27|575700.0
2023-03-27 20:53:46.123456|JKTC|YIA|2023-03-27|580700.0
2023-03-27 10:57:39.123456|JKTC|YIA|2023-03-27|575700.0
2023-03-27 15:44:52.123456|JKTC|YIA|2023-03-27|575700.0
2023-03-28 11:54:02.123456|JKTC|YIA|2023-03-28|562400.0
2023-03-28 11:35:24.123456|JKTC|YIA|2023-03-28|567400.0
2023-03-29 20:44:26.123456|JKTC|YIA|2023-03-29|560100.0
2023-03-29 10:14:44.123456|JKTC|YIA|2023-03-29|555100.0
2023-03-29 18:52:38.123456|JKTC|YIA|2023-03-29|560100.0
2023-03-29 14:14:49.123456|JKTC|YIA|2023-03-29|560100.0
2023-03-30 20:33:26.123456|JKTC|YIA|2023-03-30|563500.0
2023-03-30 14:39:33.123456|JKTC|YIA|2023-03-30|568500.0
2023-03-30 16:02:18.123456|JKTC|YIA|2023-03-30|568500.0
2023-03-30 17:11:22.123456|JKTC|YIA|2023-03-30|578500.0
2023-03-31 10:29:05.123456|JKTC|YIA|2023-03-31|602100.0
2023-03-31 19:23:35.123456|JKTC|YIA|2023-03-31|597100.0
2023-03-31 21:22:38.123456|JKTC|YIA|2023-03-31|587100.0
2023-04-01 19:38:12.123456|JKTC|YIA|2023-04-01|657500.0
2023-04-01 19:00:26.123456|JKTC|YIA|2023-04-01|652500.0
2023-04-01 12:09:00.123456|JKTC|YIA|2023-04-01|647500.0
2023-04-02 21:34:20.123456|JKTC|YIA|2023-04-02|640600.0
2023-04-02 14:42:49.123456|JKTC|YIA|2023-04-02|640600.0
2023-04-02 09:27:08.123456|JKTC|YIA|2023-04-02|645600.0
2023-04-03 20:20:46.123456|JKTC|YIA|2023-04-03|606400.0
2023-04-03 17:00:53.123456|JKTC|YIA|2023-04-03|596400.0
2023-04-03 16:39:09.123456|JKTC|YIA|2023-04-03|606400.0
2023-04-03 13:38:41.123456|JKTC|YIA|2023-04-03|601400.0
2023-04-04 21:46:53.123456|JKTC|YIA|2023-04-04|619500.0
2023-04-04 12:18:53.123456|JKTC|YIA|2023-04-04|624500.0
2023-04-04 20:23:47.123456|JKTC|YIA|2023-04-04|609500.0
2023-04-04 14:08:27.123456|JKTC|YIA|2023-04-04|614500.0
2023-04-05 21:08:04.123456|JKTC|YIA|2023-04-05|608900.0
2023-04-05 20:52:50.123456|JKTC|YIA|2023-04-05|613900.0
2023-04-06 17:37:14.123456|JKTC|YIA|2023-04-06|566500.0
2023-04-06 20:51:49.123456|JKTC|YIA|2023-04-06|556500.0
2023-04-06 16:15:41.123456|JKTC|YIA|2023-04-06|561500.0
2023-04-07 14:44:19.123456|JKTC|YIA|2023-04-07|641200.0
2023-04-07 20:09:22.123456|JKTC|YIA|2023-04-07|636200.0
2023-04-08 14:05:04.123456|JKTC|YIA|2023-04-08|660400.0
2023-04-08 21:05:57.123456|JKTC|YIA|2023-04-08|675400.0
2023-04-09 15:24:04.123456|JKTC|YIA|2023-04-09|690800.0
2023-04-09 08:36:23.123456|JKTC|YIA|2023-04-09|695800.0
2023-04-09 15:38:53.123456|JKTC|YIA|2023-04-09|685800.0
2023-04-09 19:56:20.123456|JKTC|YIA|2023-04-09|685800.0
2023-04-10 09:00:21.123456|JKTC|YIA|2023-04-10|598100.0
2023-04-10 20:44:12.123456|JKTC|YIA|2023-04-10|608100.0
2023-04-10 12:23:11.123456|JKTC|YIA|2023-04-10|603100.0
2023-04-11 18:13:11.123456|JKTC|YIA|2023-04-11|618700.0
2023-04-11 17:44:09.123456|JKTC|YIA|2023-04-11|613700.0
2023-04-11 17:36:45.123456|JKTC|YIA|2023-04-11|618700.0
2023-04-12 14:53:51.123456|JKTC|YIA|2023-04-12|626900.0
2023-04-12 21:45:26.123456|JKTC|YIA|2023-04-12|641900.0
2023-04-12 20:11:10.123456|JKTC|YIA|2023-04-12|641900.0
2023-04-13 10:44:16.123456|JKTC|YIA|2023-04-13|642100.0
2023-04-13 10:50:45.123456|JKTC|YIA|2023-04-13|632100.0
2023-04-13 09:39:24.123456|JKTC|YIA|2023-04-13|632100.0
2023-04-14 13:45:27.123456|JKTC|YIA|2023-04-14|742700.0
2023-04-14 19:29:11.123456|JKTC|YIA|2023-04-14|732700.0
2023-04-15 20:17:52.123456|JKTC|YIA|2023-04-15|750200.0
2023-04-15 12:08:34.123456|JKTC|YIA|2023-04-15|755200.0
2023-04-15 12:02:02.123456|JKTC|YIA|2023-04-15|755200.0
2023-04-16 15:22:37.123456|JKTC|YIA|2023-04-16|769300.0
2023-04-16 17:11:39.123456|JKTC|YIA|2023-04-16|769300.0
2023-04-16 14:13:36.123456|JKTC|YIA|2023-04-16|769300.0
2023-04-17 20:34:27.123456|JKTC|YIA|2023-04-17|711600.0
2023-04-17 09:29:47.123456|JKTC|YIA|2023-04-17|716600.0
2023-04-17 13:29:13.123456|JKTC|YIA|2023-04-17|706600.0
2023-04-17 21:55:05.123456|JKTC|YIA|2023-04-17|706600.0
2023-04-18 08:11:32.123456|JKTC|YIA|2023-04-18|740600.0
2023-04-18 17:26:00.123456|JKTC|YIA|2023-04-18|735600.0
2023-04-18 12:34:35.123456|JKTC|YIA|2023-04-18|735600.0
2023-04-19 15:54:44.123456|JKTC|YIA|2023-04-19|732600.0
2023-04-19 10:43:48.123456|JKTC|YIA|2023-04-19|727600.0
2023-04-20 17:20:18.123456|JKTC|YIA|2023-04-20|699500.0
2023-04-20 20:14:41.123456|JKTC|YIA|2023-04-20|709500.0
2023-04-21 10:13:42.123456|JKTC|YIA|2023-04-21|764300.0
2023-04-21 14:58:54.123456|JKTC|YIA|2023-04-21|764300.0
2023-04-22 14:20:23.123456|JKTC|YIA|2023-04-22|774300.0
2023-04-22 16:29:49.123456|JKTC|YIA|2023-04-22|764300.0
2023-04-22 10:11:15.123456|JKTC|YIA|2023-04-22|764300.0
2023-04-23 12:40:55.123456|JKTC|YIA|2023-04-23|774300.0
2023-04-23 10:47:27.123456|JKTC|YIA|2023-04-23|769300.0
2023-04-23 14:25:36.123456|JKTC|YIA|2023-04-23|774300.0
2023-04-24 20:23:42.123456|JKTC|YIA|2023-04-24|732300.0
2023-04-24 10:02:34.123456|JKTC|YIA|2023-04-24|717300.0
2023-04-24 16:54:32.123456|JKTC|YIA|2023-04-24|732300.0
2023-04-25 13:00:45.123456|JKTC|YIA|2023-04-25|736900.0
2023-04-25 08:33:40.123456|JKTC|YIA|2023-04-25|751900.0
2023-04-25 10:13:37.123456|JKTC|YIA|2023-04-25|746900.0
2023-04-26 10:26:28.123456|JKTC|YIA|2023-04-26|752600.0
2023-04-26 21:31:02.123456|JKTC|YIA|2023-04-26|752600.0
2023-04-27 21:11:53.123456|JKTC|YIA|2023-04-27|679500.0
2023-04-27 17:48:00.123456|JKTC|YIA|2023-04-27|684500.0
2023-04-28 21:19:11.123456|JKTC|YIA|2023-04-28|751400.0
2023-04-28 10:02:49.123456|JKTC|YIA|2023-04-28|751400.0
2023-04-29 20:56:52.123456|JKTC|YIA|2023-04-29|743300.0
2023-04-29 17:58:30.123456|JKTC|YIA|2023-04-29|738300.0
2023-04-29 18:51:18.123456|JKTC|YIA|2023-04-29|748300.0
2023-04-30 15:06:41.123456|JKTC|YIA|2023-04-30|723300.0
2023-04-30 08:56:21.123456|JKTC|YIA|2023-04-30|718300.0
2023-05-01 09:28:43.123456|JKTC|YIA|2023-05-01|686600.0
2023-05-01 16:00:05.123456|JKTC|YIA|2023-05-01|686600.0
2023-05-02 16:19:26.123456|JKTC|YIA|2023-05-02|614400.0
2023-05-02 16:57:11.123456|JKTC|YIA|2023-05-02|604400.0
2023-05-02 21:06:32.123456|JKTC|YIA|2023-05-02|609400.0
2023-05-02 08:06:16.123456|JKTC|YIA|2023-05-02|619400.0
2023-05-03 11:22:53.123456|JKTC|YIA|2023-05-03|632000.0
2023-05-03 11:06:12.123456|JKTC|YIA|2023-05-03|637000.0
2023-05-03 12:45:11.123456|JKTC|YIA|2023-05-03|637000.0
2023-05-03 21:36:36.123456|JKTC|YIA|2023-05-03|627000.0
2023-05-04 13:51:46.123456|JKTC|YIA|2023-05-04|610200.0
2023-05-04 13:32:02.123456|JKTC|YIA|2023-05-04|620200.0
2023-05-04 21:26:36.123456|JKTC|YIA|2023-05-04|610200.0
2023-05-04 15:01:48.123456|JKTC|YIA|2023-05-04|625200.0
2023-05-05 15:06:10.123456|JKTC|YIA|2023-05-05|673100.0
2023-05-05 13:08:44.123456|JKTC|YIA|2023-05-05|683100.0
2023-05-05 21:47:42.123456|JKTC|YIA|2023-05-05|678100.0
2023-05-06 14:20:26.123456|JKTC|YIA|2023-05-06|645800.0
2023-05-06 13:35:27.123456|JKTC|YIA|2023-05-06|650800.0
2023-05-07 09:03:47.123456|JKTC|YIA|2023-05-07|614600.0
2023-05-07 17:31:01.123456|JKTC|YIA|2023-05-07|614600.0
2023-05-08 20:27:42.123456|JKTC|YIA|2023-05-08|538100.0
2023-05-08 17:29:38.123456|JKTC|YIA|2023-05-08|553100.0
2023-05-08 16:03:45.123456|JKTC|YIA|2023-05-08|538100.0
2023-05-08 12:04:39.123456|JKTC|YIA|2023-05-08|538100.0
